            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2448538.500000000, A.D. 1991-Oct-09 00:00:00.0000, -7.209751237232313E+08,  2.757248548546090E+08,  1.534237001888460E+07,
2448539.500000000, A.D. 1991-Oct-10 00:00:00.0000, -7.217395155275290E+08,  2.731670106545657E+08,  1.535134598910022E+07,
2448540.500000000, A.D. 1991-Oct-11 00:00:00.0000, -7.224591638408867E+08,  2.706207261014060E+08,  1.536028727967671E+07,
2448541.500000000, A.D. 1991-Oct-12 00:00:00.0000, -7.231343154524010E+08,  2.680867803455873E+08,  1.536919115700422E+07,
2448542.500000000, A.D. 1991-Oct-13 00:00:00.0000, -7.237652335232350E+08,  2.655659390324149E+08,  1.537805434139609E+07,
2448543.500000000, A.D. 1991-Oct-14 00:00:00.0000, -7.243521952962556E+08,  2.630589547150399E+08,  1.538687322073124E+07,
2448544.500000000, A.D. 1991-Oct-15 00:00:00.0000, -7.248954904806026E+08,  2.605665674973363E+08,  1.539564401146047E+07,
2448545.500000000, A.D. 1991-Oct-16 00:00:00.0000, -7.253954201598794E+08,  2.580895055989012E+08,  1.540436287297325E+07,
2448546.500000000, A.D. 1991-Oct-17 00:00:00.0000, -7.258522959905682E+08,  2.556284856694455E+08,  1.541302599147643E+07,
2448547.500000000, A.D. 1991-Oct-18 00:00:00.0000, -7.262664394357116E+08,  2.531842128093237E+08,  1.542162965430029E+07,
2448548.500000000, A.D. 1991-Oct-19 00:00:00.0000, -7.266381807957516E+08,  2.507573803691660E+08,  1.543017033662248E+07,
2448549.500000000, A.D. 1991-Oct-20 00:00:00.0000, -7.269678578466375E+08,  2.483486697096720E+08,  1.543864482068759E+07,
2448550.500000000, A.D. 1991-Oct-21 00:00:00.0000, -7.272558139846830E+08,  2.459587502032289E+08,  1.544705036188245E+07,
2448551.500000000, A.D. 1991-Oct-22 00:00:00.0000, -7.275023959253336E+08,  2.435882798332012E+08,  1.545538490463562E+07,
2448552.500000000, A.D. 1991-Oct-23 00:00:00.0000, -7.277079512122979E+08,  2.412379067489576E+08,  1.546364733288278E+07,
2448553.500000000, A.D. 1991-Oct-24 00:00:00.0000, -7.278728260253800E+08,  2.389082720058760E+08,  1.547183771700099E+07,
2448554.500000000, A.D. 1991-Oct-25 00:00:00.0000, -7.279973639331588E+08,  2.366000134298053E+08,  1.547995749955274E+07,
2448555.500000000, A.D. 1991-Oct-26 00:00:00.0000, -7.280819061947801E+08,  2.343137701521306E+08,  1.548800955789450E+07,
2448556.500000000, A.D. 1991-Oct-27 00:00:00.0000, -7.281267939136076E+08,  2.320501870264512E+08,  1.549599810143660E+07,
2448557.500000000, A.D. 1991-Oct-28 00:00:00.0000, -7.281323718642268E+08,  2.298099180495852E+08,  1.550392840151283E+07,
2448558.500000000, A.D. 1991-Oct-29 00:00:00.0000, -7.280989933748914E+08,  2.275936281409618E+08,  1.551180639494403E+07,
2448559.500000000, A.D. 1991-Oct-30 00:00:00.0000, -7.280270254522653E+08,  2.254019930687120E+08,  1.551963822820485E+07,
2448560.500000000, A.D. 1991-Oct-31 00:00:00.0000, -7.279168534324031E+08,  2.232356977239954E+08,  1.552742980902529E+07,
2448561.500000000, A.D. 1991-Nov-01 00:00:00.0000, -7.277688847083203E+08,  2.210954331719169E+08,  1.553518641365738E+07,
2448562.500000000, A.D. 1991-Nov-02 00:00:00.0000, -7.275835513470850E+08,  2.189818929325973E+08,  1.554291237568840E+07,
2448563.500000000, A.D. 1991-Nov-03 00:00:00.0000, -7.273613115667672E+08,  2.168957688658361E+08,  1.555061086691648E+07,
2448564.500000000, A.D. 1991-Nov-04 00:00:00.0000, -7.271026501006067E+08,  2.148377469555322E+08,  1.555828377417898E+07,
2448565.500000000, A.D. 1991-Nov-05 00:00:00.0000, -7.268080774989207E+08,  2.128085032652805E+08,  1.556593167330848E+07,
2448566.500000000, A.D. 1991-Nov-06 00:00:00.0000, -7.264781284713959E+08,  2.108087003441403E+08,  1.557355389675727E+07,
2448567.500000000, A.D. 1991-Nov-07 00:00:00.0000, -7.261133594687140E+08,  2.088389843459835E+08,  1.558114868249550E+07,
2448568.500000000, A.D. 1991-Nov-08 00:00:00.0000, -7.257143458065567E+08,  2.068999830446635E+08,  1.558871338095072E+07,
2448569.500000000, A.D. 1991-Nov-09 00:00:00.0000, -7.252816786900296E+08,  2.049923047837111E+08,  1.559624468910043E+07,
2448570.500000000, A.D. 1991-Nov-10 00:00:00.0000, -7.248159624666348E+08,  2.031165382393291E+08,  1.560373888037775E+07,
2448571.500000000, A.D. 1991-Nov-11 00:00:00.0000, -7.243178123286663E+08,  2.012732527557286E+08,  1.561119200621410E+07,
2448572.500000000, A.D. 1991-Nov-12 00:00:00.0000, -7.237878525420554E+08,  1.994629989658940E+08,  1.561860005686200E+07,
2448573.500000000, A.D. 1991-Nov-13 00:00:00.0000, -7.232267151439151E+08,  1.976863094375234E+08,  1.562595908156507E+07,
2448574.500000000, A.D. 1991-Nov-14 00:00:00.0000, -7.226350389533762E+08,  1.959436991594497E+08,  1.563326527822118E+07,
2448575.500000000, A.D. 1991-Nov-15 00:00:00.0000, -7.220134686858258E+08,  1.942356657822847E+08,  1.564051506938125E+07,
2448576.500000000, A.D. 1991-Nov-16 00:00:00.0000, -7.213626539435755E+08,  1.925626896335007E+08,  1.564770518492582E+07,
2448577.500000000, A.D. 1991-Nov-17 00:00:00.0000, -7.206832478709391E+08,  1.909252336401187E+08,  1.565483277255102E+07,
2448578.500000000, A.D. 1991-Nov-18 00:00:00.0000, -7.199759053239601E+08,  1.893237434111902E+08,  1.566189555358131E+07,
2448579.500000000, A.D. 1991-Nov-19 00:00:00.0000, -7.192412805242620E+08,  1.877586478514966E+08,  1.566889203334361E+07,
2448580.500000000, A.D. 1991-Nov-20 00:00:00.0000, -7.184800243917441E+08,  1.862303607464886E+08,  1.567582175607499E+07,
2448581.500000000, A.D. 1991-Nov-21 00:00:00.0000, -7.176927820534617E+08,  1.847392836986616E+08,  1.568268556636701E+07,
2448582.500000000, A.D. 1991-Nov-22 00:00:00.0000, -7.168801913304294E+08,  1.832858105035060E+08,  1.568948580678891E+07,
2448583.500000000, A.D. 1991-Nov-23 00:00:00.0000, -7.160428831058710E+08,  1.818703325124504E+08,  1.569622636289673E+07,
2448584.500000000, A.D. 1991-Nov-24 00:00:00.0000, -7.151814841647286E+08,  1.804932439180895E+08,  1.570291248438203E+07,
2448585.500000000, A.D. 1991-Nov-25 00:00:00.0000, -7.142966223463113E+08,  1.791549455810734E+08,  1.570955037268335E+07,
2448586.500000000, A.D. 1991-Nov-26 00:00:00.0000, -7.133889329978292E+08,  1.778558463073556E+08,  1.571614660691828E+07,
2448587.500000000, A.D. 1991-Nov-27 00:00:00.0000, -7.124590652616483E+08,  1.765963613059421E+08,  1.572270753498921E+07,
2448588.500000000, A.D. 1991-Nov-28 00:00:00.0000, -7.115076869367303E+08,  1.753769084427564E+08,  1.572923875347613E+07,
2448589.500000000, A.D. 1991-Nov-29 00:00:00.0000, -7.105354873228779E+08,  1.741979033766193E+08,  1.573574474827851E+07,
2448590.500000000, A.D. 1991-Nov-30 00:00:00.0000, -7.095431781388242E+08,  1.730597545963871E+08,  1.574222870572744E+07,
2448591.500000000, A.D. 1991-Dec-01 00:00:00.0000, -7.085314929893268E+08,  1.719628589962577E+08,  1.574869246289118E+07,
2448592.500000000, A.D. 1991-Dec-02 00:00:00.0000, -7.075011859110963E+08,  1.709075982263836E+08,  1.575513655395919E+07,
2448593.500000000, A.D. 1991-Dec-03 00:00:00.0000, -7.064530293947148E+08,  1.698943358059847E+08,  1.576156031709519E+07,
2448594.500000000, A.D. 1991-Dec-04 00:00:00.0000, -7.053878121145165E+08,  1.689234149016540E+08,  1.576796203941680E+07,
2448595.500000000, A.D. 1991-Dec-05 00:00:00.0000, -7.043063364884999E+08,  1.679951566902304E+08,  1.577433912778632E+07,
2448596.500000000, A.D. 1991-Dec-06 00:00:00.0000, -7.032094161536840E+08,  1.671098592686370E+08,  1.578068829703144E+07,
2448597.500000000, A.D. 1991-Dec-07 00:00:00.0000, -7.020978734538199E+08,  1.662677970927604E+08,  1.578700576644634E+07,
2448598.500000000, A.D. 1991-Dec-08 00:00:00.0000, -7.009725370568116E+08,  1.654692209076028E+08,  1.579328745320945E+07,
2448599.500000000, A.D. 1991-Dec-09 00:00:00.0000, -6.998342398172529E+08,  1.647143580842944E+08,  1.579952915076508E+07,
2448600.500000000, A.D. 1991-Dec-10 00:00:00.0000, -6.986838169608017E+08,  1.640034132316167E+08,  1.580572668281996E+07,
2448601.500000000, A.D. 1991-Dec-11 00:00:00.0000, -6.975221046041690E+08,  1.633365689260666E+08,  1.581187602907684E+07,
2448602.500000000, A.D. 1991-Dec-12 00:00:00.0000, -6.963499385481749E+08,  1.627139864152377E+08,  1.581797342578696E+07,
2448603.500000000, A.D. 1991-Dec-13 00:00:00.0000, -6.951681532177931E+08,  1.621358061958018E+08,  1.582401545085628E+07,
2448604.500000000, A.D. 1991-Dec-14 00:00:00.0000, -6.939775805793589E+08,  1.616021484411831E+08,  1.582999910842834E+07,
2448605.500000000, A.D. 1991-Dec-15 00:00:00.0000, -6.927790488511521E+08,  1.611131133496207E+08,  1.583592193074149E+07,
2448606.500000000, A.D. 1991-Dec-16 00:00:00.0000, -6.915733808492236E+08,  1.606687815972540E+08,  1.584178211460327E+07,
2448607.500000000, A.D. 1991-Dec-17 00:00:00.0000, -6.903613918966333E+08,  1.602692152054881E+08,  1.584757870400266E+07,
2448608.500000000, A.D. 1991-Dec-18 00:00:00.0000, -6.891438874023725E+08,  1.599144592378215E+08,  1.585331181585157E+07,
2448609.500000000, A.D. 1991-Dec-19 00:00:00.0000, -6.879216605070026E+08,  1.596045447554465E+08,  1.585898287952705E+07,
2448610.500000000, A.D. 1991-Dec-20 00:00:00.0000, -6.866954905523436E+08,  1.593394932636050E+08,  1.586459482472278E+07,
2448611.500000000, A.D. 1991-Dec-21 00:00:00.0000, -6.854661433907589E+08,  1.591193223693131E+08,  1.587015212034708E+07,
2448612.500000000, A.D. 1991-Dec-22 00:00:00.0000, -6.842343744108999E+08,  1.589440516158152E+08,  1.587566056819277E+07,
2448613.500000000, A.D. 1991-Dec-23 00:00:00.0000, -6.830009343846416E+08,  1.588137068380637E+08,  1.588112681451862E+07,
2448614.500000000, A.D. 1991-Dec-24 00:00:00.0000, -6.817665770671101E+08,  1.587283214581431E+08,  1.588655765135156E+07,
2448615.500000000, A.D. 1991-Dec-25 00:00:00.0000, -6.805320665963206E+08,  1.586879341223518E+08,  1.589195927640036E+07,
2448616.500000000, A.D. 1991-Dec-26 00:00:00.0000, -6.792981828039420E+08,  1.586925834605227E+08,  1.589733669686245E+07,
2448617.500000000, A.D. 1991-Dec-27 00:00:00.0000, -6.780657235255104E+08,  1.587423016428903E+08,  1.590269338771573E+07,
2448618.500000000, A.D. 1991-Dec-28 00:00:00.0000, -6.768355041738554E+08,  1.588371083725229E+08,  1.590803120714351E+07,
2448619.500000000, A.D. 1991-Dec-29 00:00:00.0000, -6.756083555335132E+08,  1.589770062641017E+08,  1.591335049719760E+07,
2448620.500000000, A.D. 1991-Dec-30 00:00:00.0000, -6.743851207954491E+08,  1.591619777994560E+08,  1.591865027979763E+07,
2448621.500000000, A.D. 1991-Dec-31 00:00:00.0000, -6.731666525397292E+08,  1.593919835805700E+08,  1.592392847897176E+07,
2448622.500000000, A.D. 1992-Jan-01 00:00:00.0000, -6.719538099992403E+08,  1.596669614612245E+08,  1.592918213214761E+07,
2448623.500000000, A.D. 1992-Jan-02 00:00:00.0000, -6.707474566692905E+08,  1.599868262035157E+08,  1.593440757883424E+07,
2448624.500000000, A.D. 1992-Jan-03 00:00:00.0000, -6.695484581975586E+08,  1.603514694420099E+08,  1.593960062910749E+07,
2448625.500000000, A.D. 1992-Jan-04 00:00:00.0000, -6.683576804632928E+08,  1.607607598619713E+08,  1.594475671866578E+07,
2448626.500000000, A.D. 1992-Jan-05 00:00:00.0000, -6.671759877872291E+08,  1.612145435773243E+08,  1.594987105551224E+07,
2448627.500000000, A.D. 1992-Jan-06 00:00:00.0000, -6.660042412623914E+08,  1.617126447219093E+08,  1.595493875931590E+07,
2448628.500000000, A.D. 1992-Jan-07 00:00:00.0000, -6.648432972326642E+08,  1.622548662560635E+08,  1.595995499095488E+07,
2448629.500000000, A.D. 1992-Jan-08 00:00:00.0000, -6.636940059558314E+08,  1.628409909602017E+08,  1.596491506837273E+07,
2448630.500000000, A.D. 1992-Jan-09 00:00:00.0000, -6.625572104675153E+08,  1.634707825607525E+08,  1.596981456632229E+07,
2448631.500000000, A.D. 1992-Jan-10 00:00:00.0000, -6.614337456210215E+08,  1.641439869285147E+08,  1.597464940121353E+07,
2448632.500000000, A.D. 1992-Jan-11 00:00:00.0000, -6.603244372322153E+08,  1.648603333151319E+08,  1.597941590691348E+07,
2448633.500000000, A.D. 1992-Jan-12 00:00:00.0000, -6.592301012272102E+08,  1.656195356536503E+08,  1.598411091111705E+07,
2448634.500000000, A.D. 1992-Jan-13 00:00:00.0000, -6.581515426898435E+08,  1.664212940384651E+08,  1.598873182335409E+07,
2448635.500000000, A.D. 1992-Jan-14 00:00:00.0000, -6.570895547568617E+08,  1.672652966071061E+08,  1.599327674264693E+07,
2448636.500000000, A.D. 1992-Jan-15 00:00:00.0000, -6.560449174374385E+08,  1.681512221480031E+08,  1.599774458265371E+07,
2448637.500000000, A.D. 1992-Jan-16 00:00:00.0000, -6.550183966603137E+08,  1.690787438056994E+08,  1.600213519206989E+07,
2448638.500000000, A.D. 1992-Jan-17 00:00:00.0000, -6.540107441607049E+08,  1.700475341532620E+08,  1.600644941809787E+07,
2448639.500000000, A.D. 1992-Jan-18 00:00:00.0000, -6.530226991067462E+08,  1.710572715414214E+08,  1.601068902868722E+07,
2448640.500000000, A.D. 1992-Jan-19 00:00:00.0000, -6.520549923957195E+08,  1.721076469977205E+08,  1.601485639612315E+07,
2448641.500000000, A.D. 1992-Jan-20 00:00:00.0000, -6.511083540355278E+08,  1.731983702686623E+08,  1.601895387999886E+07,
2448642.500000000, A.D. 1992-Jan-21 00:00:00.0000, -6.501835229451079E+08,  1.743291734023193E+08,  1.602298294178921E+07,
2448643.500000000, A.D. 1992-Jan-22 00:00:00.0000, -6.492812573973809E+08,  1.754998110327267E+08,  1.602694313437299E+07,
2448644.500000000, A.D. 1992-Jan-23 00:00:00.0000, -6.484023440551420E+08,  1.767100580772876E+08,  1.603083115559385E+07,
2448645.500000000, A.D. 1992-Jan-24 00:00:00.0000, -6.475476044886402E+08,  1.779597069654420E+08,  1.603464008592683E+07,
2448646.500000000, A.D. 1992-Jan-25 00:00:00.0000, -6.467178996420746E+08,  1.792485669269636E+08,  1.603835878417173E+07,
2448647.500000000, A.D. 1992-Jan-26 00:00:00.0000, -6.459141339887117E+08,  1.805764673335911E+08,  1.604197127594783E+07,
2448648.500000000, A.D. 1992-Jan-27 00:00:00.0000, -6.451372616263096E+08,  1.819432663687864E+08,  1.604545588498157E+07,
2448649.500000000, A.D. 1992-Jan-28 00:00:00.0000, -6.443882966122956E+08,  1.833488661191460E+08,  1.604878380136313E+07,
2448650.500000000, A.D. 1992-Jan-29 00:00:00.0000, -6.436683300301292E+08,  1.847932358691797E+08,  1.605191668346611E+07,
2448651.500000000, A.D. 1992-Jan-30 00:00:00.0000, -6.429785572037477E+08,  1.862764471707279E+08,  1.605480265358637E+07,
2448652.500000000, A.D. 1992-Jan-31 00:00:00.0000, -6.423203206886243E+08,  1.877987276614482E+08,  1.605736952345451E+07,
2448653.500000000, A.D. 1992-Feb-01 00:00:00.0000, -6.416951792493224E+08,  1.893605470618704E+08,  1.605951294554801E+07,
2448654.500000000, A.D. 1992-Feb-02 00:00:00.0000, -6.411050227091619E+08,  1.909627622450938E+08,  1.606107455613463E+07,
2448655.500000000, A.D. 1992-Feb-03 00:00:00.0000, -6.405522739255595E+08,  1.926068792778845E+08,  1.606179859549136E+07,
2448656.500000000, A.D. 1992-Feb-04 00:00:00.0000, -6.400402710509325E+08,  1.942955700909182E+08,  1.606123696806245E+07,
2448657.500000000, A.D. 1992-Feb-05 00:00:00.0000, -6.395740662955487E+08,  1.960338187564726E+08,  1.605851156682441E+07,
2448658.500000000, A.D. 1992-Feb-06 00:00:00.0000, -6.391623458526710E+08,  1.978319427848387E+08,  1.605158852991541E+07,
2448659.500000000, A.D. 1992-Feb-07 00:00:00.0000, -6.388231061976315E+08,  1.997161634851524E+08,  1.603419098940539E+07,
2448660.500000000, A.D. 1992-Feb-08 00:00:00.0000, -6.386045567820624E+08,  2.017956546546003E+08,  1.596831350374509E+07,
2448661.500000000, A.D. 1992-Feb-09 00:00:00.0000, -6.378244221699044E+08,  2.045063716982832E+08,  1.524654294582802E+07,
2448662.500000000, A.D. 1992-Feb-10 00:00:00.0000, -6.361527281521006E+08,  2.067326866145651E+08,  1.433522644703218E+07,
2448663.500000000, A.D. 1992-Feb-11 00:00:00.0000, -6.345054998904194E+08,  2.088166359861875E+08,  1.351665905429579E+07,
2448664.500000000, A.D. 1992-Feb-12 00:00:00.0000, -6.329003002505271E+08,  2.108698543386587E+08,  1.273540032028601E+07,
2448665.500000000, A.D. 1992-Feb-13 00:00:00.0000, -6.313361096697384E+08,  2.129196938206974E+08,  1.197462219956529E+07,
2448666.500000000, A.D. 1992-Feb-14 00:00:00.0000, -6.298117779120072E+08,  2.149769850637266E+08,  1.122691165048984E+07,
2448667.500000000, A.D. 1992-Feb-15 00:00:00.0000, -6.283265981921679E+08,  2.170469591779987E+08,  1.048831212090638E+07,
2448668.500000000, A.D. 1992-Feb-16 00:00:00.0000, -6.268801828239995E+08,  2.191324020839460E+08,  9.756451447929680E+06,
2448669.500000000, A.D. 1992-Feb-17 00:00:00.0000, -6.254723507803411E+08,  2.212348595265893E+08,  9.029791142902568E+06,
2448670.500000000, A.D. 1992-Feb-18 00:00:00.0000, -6.241030592357508E+08,  2.233551817239457E+08,  8.307274667209223E+06,
2448671.500000000, A.D. 1992-Feb-19 00:00:00.0000, -6.227723638599551E+08,  2.254937974134087E+08,  7.588143760057971E+06,
2448672.500000000, A.D. 1992-Feb-20 00:00:00.0000, -6.214803945861052E+08,  2.276508613893798E+08,  6.871834555832326E+06,
2448673.500000000, A.D. 1992-Feb-21 00:00:00.0000, -6.202273384800445E+08,  2.298263377523507E+08,  6.157915201766253E+06,
2448674.500000000, A.D. 1992-Feb-22 00:00:00.0000, -6.190134254716359E+08,  2.320200493169624E+08,  5.446046667649791E+06,
2448675.500000000, A.D. 1992-Feb-23 00:00:00.0000, -6.178389156153980E+08,  2.342317091574443E+08,  4.735957242373899E+06,
2448676.500000000, A.D. 1992-Feb-24 00:00:00.0000, -6.167040880000930E+08,  2.364609426291983E+08,  4.027425398810655E+06,
2448677.500000000, A.D. 1992-Feb-25 00:00:00.0000, -6.156092316885302E+08,  2.387073039320629E+08,  3.320267916874081E+06,
2448678.500000000, A.D. 1992-Feb-26 00:00:00.0000, -6.145546387825178E+08,  2.409702890637929E+08,  2.614331408096850E+06,
2448679.500000000, A.D. 1992-Feb-27 00:00:00.0000, -6.135405993671228E+08,  2.432493460346186E+08,  1.909486108688340E+06,
2448680.500000000, A.D. 1992-Feb-28 00:00:00.0000, -6.125673978921014E+08,  2.455438828604986E+08,  1.205621231472388E+06,
2448681.500000000, A.D. 1992-Feb-29 00:00:00.0000, -6.116353105171419E+08,  2.478532737490444E+08,  5.026414255548716E+05,
2448682.500000000, A.D. 1992-Mar-01 00:00:00.0000, -6.107446030160850E+08,  2.501768638635678E+08, -1.995359484167397E+05,
2448683.500000000, A.D. 1992-Mar-02 00:00:00.0000, -6.098955289404756E+08,  2.525139730363609E+08, -9.009829288399965E+05,
2448684.500000000, A.D. 1992-Mar-03 00:00:00.0000, -6.090883278488537E+08,  2.548638987777447E+08, -1.601762593849704E+06,
2448685.500000000, A.D. 1992-Mar-04 00:00:00.0000, -6.083232235105169E+08,  2.572259188901134E+08, -2.301930337440431E+06,
2448686.500000000, A.D. 1992-Mar-05 00:00:00.0000, -6.076004220854299E+08,  2.595992939459713E+08, -3.001534862503186E+06,
2448687.500000000, A.D. 1992-Mar-06 00:00:00.0000, -6.069201103526311E+08,  2.619832698226380E+08, -3.700618958959013E+06,
2448688.500000000, A.D. 1992-Mar-07 00:00:00.0000, -6.062824541006465E+08,  2.643770804076295E+08, -4.399220123815238E+06,
2448689.500000000, A.D. 1992-Mar-08 00:00:00.0000, -6.056875968011051E+08,  2.667799505126047E+08, -5.097371068570644E+06,
2448690.500000000, A.D. 1992-Mar-09 00:00:00.0000, -6.051356586666206E+08,  2.691910989802164E+08, -5.795100150345430E+06,
2448691.500000000, A.D. 1992-Mar-10 00:00:00.0000, -6.046267361639342E+08,  2.716097419475858E+08, -6.492431755144522E+06,
2448692.500000000, A.D. 1992-Mar-11 00:00:00.0000, -6.041609020429978E+08,  2.740350962379456E+08, -7.189386655520886E+06,
2448693.500000000, A.D. 1992-Mar-12 00:00:00.0000, -6.037382059748038E+08,  2.764663828621374E+08, -7.885982363428116E+06,
2448694.500000000, A.D. 1992-Mar-13 00:00:00.0000, -6.033586759618839E+08,  2.789028305800101E+08, -8.582233503618553E+06,
2448695.500000000, A.D. 1992-Mar-14 00:00:00.0000, -6.030223207569739E+08,  2.813436793524930E+08, -9.278152238306373E+06,
2448696.500000000, A.D. 1992-Mar-15 00:00:00.0000, -6.027291335146143E+08,  2.837881832954747E+08, -9.973748772753611E+06,
2448697.500000000, A.D. 1992-Mar-16 00:00:00.0000, -6.024790967047575E+08,  2.862356124897170E+08, -1.066903195531981E+07,
2448698.500000000, A.D. 1992-Mar-17 00:00:00.0000, -6.022721878848919E+08,  2.886852528734226E+08, -1.136400994772539E+07,
2448699.500000000, A.D. 1992-Mar-18 00:00:00.0000, -6.021083853727769E+08,  2.911364036629687E+08, -1.205869088933244E+07,
2448700.500000000, A.D. 1992-Mar-19 00:00:00.0000, -6.019876725032562E+08,  2.935883724011750E+08, -1.275308344041342E+07,
2448701.500000000, A.D. 1992-Mar-20 00:00:00.0000, -6.019100393381485E+08,  2.960404685867801E+08, -1.344719709753506E+07,
2448702.500000000, A.D. 1992-Mar-21 00:00:00.0000, -6.018754814715434E+08,  2.984919973955105E+08, -1.414104223721556E+07,
2448703.500000000, A.D. 1992-Mar-22 00:00:00.0000, -6.018839965328149E+08,  3.009422548874440E+08, -1.483462992955650E+07,
2448704.500000000, A.D. 1992-Mar-23 00:00:00.0000, -6.019355795882072E+08,  3.033905254010225E+08, -1.552797162310615E+07,
2448705.500000000, A.D. 1992-Mar-24 00:00:00.0000, -6.020302186348871E+08,  3.058360810220998E+08, -1.622107880908486E+07,
2448706.500000000, A.D. 1992-Mar-25 00:00:00.0000, -6.021678909469228E+08,  3.082781825000155E+08, -1.691396273929641E+07,
2448707.500000000, A.D. 1992-Mar-26 00:00:00.0000, -6.023485605134926E+08,  3.107160808690743E+08, -1.760663422712940E+07,
2448708.500000000, A.D. 1992-Mar-27 00:00:00.0000, -6.025721764384229E+08,  3.131490191895596E+08, -1.829910352648288E+07,
2448709.500000000, A.D. 1992-Mar-28 00:00:00.0000, -6.028386719983280E+08,  3.155762340655230E+08, -1.899138026585078E+07,
2448710.500000000, A.D. 1992-Mar-29 00:00:00.0000, -6.031479640305037E+08,  3.179969568135383E+08, -1.968347341034706E+07,
2448711.500000000, A.D. 1992-Mar-30 00:00:00.0000, -6.034999523710406E+08,  3.204104143119248E+08, -2.037539122731370E+07,
2448712.500000000, A.D. 1992-Mar-31 00:00:00.0000, -6.038945191423547E+08,  3.228158296601740E+08, -2.106714123722479E+07,
2448713.500000000, A.D. 1992-Apr-01 00:00:00.0000, -6.043315277799866E+08,  3.252124228392811E+08, -2.175873013911475E+07,
2448714.500000000, A.D. 1992-Apr-02 00:00:00.0000, -6.048108217885044E+08,  3.275994115923153E+08, -2.245016370842807E+07,
2448715.500000000, A.D. 1992-Apr-03 00:00:00.0000, -6.053322233240730E+08,  3.299760127362087E+08, -2.314144667483951E+07,
2448716.500000000, A.D. 1992-Apr-04 00:00:00.0000, -6.058955318047640E+08,  3.323414440603423E+08, -2.383258259720607E+07,
2448717.500000000, A.D. 1992-Apr-05 00:00:00.0000, -6.065005228241453E+08,  3.346949268624318E+08, -2.452357376016240E+07,
2448718.500000000, A.D. 1992-Apr-06 00:00:00.0000, -6.071469476601096E+08,  3.370356890344499E+08, -2.521442111925027E+07,
2448719.500000000, A.D. 1992-Apr-07 00:00:00.0000, -6.078345336146653E+08,  3.393629684790015E+08, -2.590512431730705E+07,
2448720.500000000, A.D. 1992-Apr-08 00:00:00.0000, -6.085629853071645E+08,  3.416760165529044E+08, -2.659568178522696E+07,
2448721.500000000, A.D. 1992-Apr-09 00:00:00.0000, -6.093319869165736E+08,  3.439741012213457E+08, -2.728609092887822E+07,
2448722.500000000, A.D. 1992-Apr-10 00:00:00.0000, -6.101412052735560E+08,  3.462565096457390E+08, -2.797634839508094E+07,
2448723.500000000, A.D. 1992-Apr-11 00:00:00.0000, -6.109902936556293E+08,  3.485225499757215E+08, -2.866645040482405E+07,
2448724.500000000, A.D. 1992-Apr-12 00:00:00.0000, -6.118788961090807E+08,  3.507715521309201E+08, -2.935639313892490E+07,
2448725.500000000, A.D. 1992-Apr-13 00:00:00.0000, -6.128066520545536E+08,  3.530028673454875E+08, -3.004617315536962E+07,
2448726.500000000, A.D. 1992-Apr-14 00:00:00.0000, -6.137732007928506E+08,  3.552158662681077E+08, -3.073578780473083E+07,
2448727.500000000, A.D. 1992-Apr-15 00:00:00.0000, -6.147781853485838E+08,  3.574099355502554E+08, -3.142523559346223E+07,
2448728.500000000, A.D. 1992-Apr-16 00:00:00.0000, -6.158212549876066E+08,  3.595844731577495E+08, -3.211451643414590E+07,
2448729.500000000, A.D. 1992-Apr-17 00:00:00.0000, -6.169020658626732E+08,  3.617388830288683E+08, -3.280363173039415E+07,
2448730.500000000, A.D. 1992-Apr-18 00:00:00.0000, -6.180202796271605E+08,  3.638725699822327E+08, -3.349258427713729E+07,
2448731.500000000, A.D. 1992-Apr-19 00:00:00.0000, -6.191755603770905E+08,  3.659849357583317E+08, -3.418137800373392E+07,
2448732.500000000, A.D. 1992-Apr-20 00:00:00.0000, -6.203675706864715E+08,  3.680753767310805E+08, -3.487001762546150E+07,
2448733.500000000, A.D. 1992-Apr-21 00:00:00.0000, -6.215959676005613E+08,  3.701432833224813E+08, -3.555850828060840E+07,
2448734.500000000, A.D. 1992-Apr-22 00:00:00.0000, -6.228603992472289E+08,  3.721880407368913E+08, -3.624685521439160E+07,
2448735.500000000, A.D. 1992-Apr-23 00:00:00.0000, -6.241605023749491E+08,  3.742090304463129E+08, -3.693506354049905E+07,
2448736.500000000, A.D. 1992-Apr-24 00:00:00.0000, -6.254959008020822E+08,  3.762056318956868E+08, -3.762313808189072E+07,
2448737.500000000, A.D. 1992-Apr-25 00:00:00.0000, -6.268662045592885E+08,  3.781772240590822E+08, -3.831108327347142E+07,
2448738.500000000, A.D. 1992-Apr-26 00:00:00.0000, -6.282710094292192E+08,  3.801231866653699E+08, -3.899890310127535E+07,
2448739.500000000, A.D. 1992-Apr-27 00:00:00.0000, -6.297098965950001E+08,  3.820429010713966E+08, -3.968660105261584E+07,
2448740.500000000, A.D. 1992-Apr-28 00:00:00.0000, -6.311824321609195E+08,  3.839357508800563E+08, -4.037418005570574E+07,
2448741.500000000, A.D. 1992-Apr-29 00:00:00.0000, -6.326881663840135E+08,  3.858011224884879E+08, -4.106164239362727E+07,
2448742.500000000, A.D. 1992-Apr-30 00:00:00.0000, -6.342266325523462E+08,  3.876384058155692E+08, -4.174898958604015E+07,
